LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC000379,3/12/2012,0.797,0.764058824,1.191,17,0.212491903,12.989,0.345
MAC000379,3/13/2012,0.421,0.495166665,1.608,48,0.277246357,23.7679999,0.168
MAC000379,3/14/2012,0.4205,0.5338125,1.419,48,0.294892743,25.623,0.17
MAC000379,3/15/2012,0.611,0.704583335,2.4960001,48,0.490590136,33.8200001,0.175
MAC000379,3/16/2012,0.4655,0.677270831,2.5339999,48,0.556779935,32.5089999,0.18
MAC000379,3/17/2012,0.6155,0.717604173,2.4790001,48,0.503832001,34.4450003,0.179
MAC000379,3/18/2012,0.5265,0.616812502,2.016,48,0.373082884,29.6070001,0.178
MAC000379,3/19/2012,0.5215,0.631125,1.684,48,0.374010275,30.294,0.164
MAC000379,3/20/2012,0.4705,0.605770838,1.785,48,0.408839163,29.0770002,0.168
MAC000379,3/21/2012,0.542,0.573166665,1.5599999,48,0.310954963,27.5119999,0.175
MAC000379,3/22/2012,0.517,0.592250002,1.462,48,0.332391052,28.4280001,0.203
MAC000379,3/23/2012,0.591,0.6588125,1.979,48,0.42692835,31.623,0.185
MAC000379,3/24/2012,0.7185,0.730791667,2.3970001,48,0.46984267,35.078,0.185
MAC000379,3/25/2012,0.502,0.784083331,2.9089999,48,0.725288133,37.6359999,0.209
MAC000379,3/26/2012,0.512,0.604250004,2.0969999,48,0.363273854,29.0040002,0.204
MAC000379,3/27/2012,0.6115,0.617375004,1.472,48,0.311681218,29.6340002,0.194
MAC000379,3/28/2012,0.5355,0.5949375,1.452,48,0.33434346,28.557,0.161
MAC000379,3/29/2012,0.5485,0.599604167,1.401,48,0.308785386,28.781,0.203
MAC000379,3/30/2012,0.6675,0.748645833,2.3540001,48,0.517483457,35.935,0.162
MAC000379,3/31/2012,0.452,0.550916667,1.617,48,0.353925275,26.444,0.192
MAC000379,4/1/2012,0.733,0.827250006,2.2590001,48,0.526946355,39.7080003,0.229
MAC000379,4/2/2012,0.727,0.760187496,2.1199999,48,0.448259066,36.4889998,0.168
MAC000379,4/3/2012,0.5855,0.670124998,2.1760001,48,0.481475993,32.1659999,0.167
MAC000379,4/4/2012,0.676,0.709166667,2.392,48,0.449249934,34.04,0.207
MAC000379,4/5/2012,0.7125,0.636833333,1.229,48,0.295069724,30.568,0.174
MAC000379,4/6/2012,0.4695,0.531520833,1.342,48,0.234292597,25.513,0.163
MAC000379,4/7/2012,0.51,0.666583335,2.0420001,48,0.469016171,31.9960001,0.188
MAC000379,4/8/2012,0.522,0.644729165,2.5209999,48,0.44519752,30.9469999,0.212
MAC000379,4/9/2012,0.4345,0.412104167,0.94,48,0.136704408,19.781,0.168
MAC000379,4/10/2012,0.389,0.379791667,0.615,48,0.094270538,18.23,0.183
MAC000379,4/11/2012,0.387,0.391106383,0.595,47,0.09536252,18.382,0.187
MAC000379,4/12/2012,0.7285,0.723312504,1.698,48,0.361515853,34.7190002,0.199
MAC000379,4/13/2012,0.591,0.683979167,1.955,48,0.42150311,32.831,0.167
MAC000379,4/14/2012,0.6765,0.744458331,1.742,48,0.469821419,35.7339999,0.17
MAC000379,4/15/2012,0.4765,0.661000002,1.943,48,0.467552481,31.7280001,0.173
MAC000379,4/16/2012,0.541,0.684479167,2.3499999,48,0.458287094,32.855,0.165
MAC000379,4/17/2012,0.4715,0.62975,2.221,48,0.417326674,30.228,0.207
MAC000379,4/18/2012,0.518,0.714541667,3.006,48,0.578895426,34.298,0.172
MAC000379,4/19/2012,0.5665,0.715187502,2.046,48,0.466323726,34.3290001,0.172
MAC000379,4/20/2012,0.522,0.600749998,1.705,48,0.309114205,28.8359999,0.213
MAC000379,4/21/2012,0.596,0.6954375,1.932,48,0.434128322,33.381,0.207
MAC000379,4/22/2012,0.69,0.894687502,2.4100001,48,0.623742866,42.9450001,0.182
MAC000379,4/23/2012,0.5485,0.642124998,1.4069999,48,0.349972129,30.8219999,0.231
MAC000379,4/24/2012,0.4925,0.565020831,1.846,48,0.347296393,27.1209999,0.171
MAC000379,4/25/2012,0.46,0.6264375,1.482,48,0.39184218,30.069,0.179
MAC000379,4/26/2012,0.5825,0.661625002,2.1730001,48,0.364780597,31.7580001,0.183
MAC000379,4/27/2012,0.595,0.703645837,2.273,48,0.466480106,33.7750002,0.176
MAC000379,4/28/2012,0.6435,0.711979167,1.762,48,0.41756291,34.175,0.206
MAC000379,4/29/2012,0.7195,0.77320834,1.9680001,48,0.401690267,37.1140003,0.219
MAC000379,4/30/2012,0.5625,0.671874998,1.572,48,0.394302001,32.2499999,0.185
MAC000379,5/1/2012,0.5365,0.574291671,1.602,48,0.346469496,27.5660002,0.163
MAC000379,5/2/2012,0.519,0.635354167,1.426,48,0.365300429,30.497,0.187
MAC000379,5/3/2012,0.654,0.756958333,2.03,48,0.440649325,36.334,0.174
MAC000379,5/4/2012,0.5875,0.560562498,1.399,48,0.250370861,26.9069999,0.177
MAC000379,5/5/2012,0.6815,0.732229165,1.772,48,0.450255303,35.1469999,0.183
MAC000379,5/6/2012,0.6075,0.614541665,1.503,48,0.291306806,29.4979999,0.233
MAC000379,5/7/2012,0.7775,0.765708338,2.2520001,48,0.463477337,36.7540002,0.187
MAC000379,5/8/2012,0.4435,0.546229165,1.477,48,0.318123565,26.2189999,0.177
MAC000379,5/9/2012,0.4175,0.5484375,1.725,48,0.338201684,26.325,0.223
MAC000379,5/10/2012,0.6305,0.729145831,2.8659999,48,0.506781703,34.9989999,0.192
MAC000379,5/11/2012,0.558,0.7033125,2.0120001,48,0.431817151,33.759,0.215
MAC000379,5/12/2012,0.6335,0.734645833,1.625,48,0.442232753,35.263,0.206
MAC000379,5/13/2012,0.585,0.861562492,2.0369999,48,0.596905724,41.3549996,0.248
MAC000379,5/14/2012,0.722,0.786250002,1.946,48,0.485194611,37.7400001,0.205
MAC000379,5/15/2012,0.507,0.614854169,1.483,48,0.331768123,29.5130001,0.176
MAC000379,5/16/2012,0.504,0.541104167,1.465,48,0.278331215,25.973,0.168
MAC000379,5/17/2012,0.6705,0.738020835,2.5380001,48,0.437966659,35.4250001,0.188
MAC000379,5/18/2012,0.4895,0.645750002,1.853,48,0.40142621,30.9960001,0.215
MAC000379,5/19/2012,0.5735,0.703083335,2.198,48,0.459857002,33.7480001,0.222
MAC000379,5/20/2012,0.5195,0.645520831,1.594,48,0.38791532,30.9849999,0.215
MAC000379,5/21/2012,0.4785,0.721979165,2.5309999,48,0.540083379,34.6549999,0.189
MAC000379,5/22/2012,0.4245,0.597979167,1.733,48,0.415946421,28.703,0.17
MAC000379,5/23/2012,0.4125,0.566520833,1.437,48,0.342558893,27.193,0.207
MAC000379,5/24/2012,0.583,0.627812498,1.964,48,0.319246627,30.1349999,0.241
MAC000379,5/25/2012,0.4505,0.566854169,1.288,48,0.28180996,27.2090001,0.299
MAC000379,5/26/2012,0.594,0.631104165,1.619,48,0.326535208,30.2929999,0.213
MAC000379,5/27/2012,0.507,0.627979167,1.689,48,0.37910025,30.143,0.205
MAC000379,5/28/2012,0.689,0.711875006,2.1270001,48,0.434988186,34.1700003,0.215
MAC000379,5/29/2012,0.484,0.5645,1.645,48,0.318212762,27.096,0.209
MAC000379,5/30/2012,0.5095,0.626270833,1.694,48,0.40192297,30.061,0.204
MAC000379,5/31/2012,0.597,0.728479165,2.3740001,48,0.480841817,34.9669999,0.182
MAC000379,6/1/2012,0.431,0.579770833,1.893,48,0.431006207,27.829,0.204
MAC000379,6/2/2012,0.3235,0.4305625,1.715,48,0.338212693,20.667,0.203
MAC000379,6/3/2012,0.6895,0.611791667,1.214,48,0.293805114,29.366,0.21
MAC000379,6/4/2012,0.4795,0.599229167,1.278,48,0.310221626,28.763,0.203
MAC000379,6/5/2012,0.922,0.847166667,2.066,48,0.530495766,40.664,0.216
MAC000379,6/6/2012,0.6595,0.685916667,1.696,48,0.391273634,32.924,0.168
MAC000379,6/7/2012,0.8015,0.7805,2.1170001,48,0.447043292,37.464,0.177
MAC000379,6/8/2012,0.6825,0.664375004,1.652,48,0.314003706,31.8900002,0.17
MAC000379,6/9/2012,0.801,0.826458335,2.1370001,48,0.496805119,39.6700001,0.18
MAC000379,6/10/2012,0.504,0.645604167,2.026,48,0.428490311,30.989,0.212
MAC000379,6/11/2012,0.6595,0.654562504,1.544,48,0.342433906,31.4190002,0.196
MAC000379,6/12/2012,0.551,0.633125004,1.799,48,0.373061156,30.3900002,0.17
MAC000379,6/13/2012,0.5505,0.648729167,1.717,48,0.397902038,31.139,0.176
MAC000379,6/14/2012,0.6465,0.643395833,1.77,48,0.315596884,30.883,0.171
MAC000379,6/15/2012,0.4545,0.610312498,1.575,48,0.39292645,29.2949999,0.22
MAC000379,6/16/2012,0.5475,0.643416667,2.003,48,0.401547053,30.884,0.19
MAC000379,6/17/2012,0.351,0.533458333,1.8150001,48,0.368832315,25.606,0.187
MAC000379,6/18/2012,0.699,0.720375004,1.48,48,0.377385165,34.5780002,0.204
MAC000379,6/19/2012,0.568,0.588916667,1.439,48,0.274595628,28.268,0.213
MAC000379,6/20/2012,0.4925,0.646229171,1.694,48,0.359094806,31.0190002,0.264
MAC000379,6/21/2012,0.7245,0.760770833,2.661,48,0.453928494,36.517,0.258
MAC000379,6/22/2012,0.567,0.568979167,1.219,48,0.244048259,27.311,0.193
MAC000379,6/23/2012,0.4745,0.568125,1.763,48,0.346069028,27.27,0.183
MAC000379,6/24/2012,0.6925,0.7321875,1.811,48,0.428768978,35.145,0.207
MAC000379,6/25/2012,0.7485,0.785374998,2.5899999,48,0.44747554,37.6979999,0.251
MAC000379,6/26/2012,0.6145,0.637020835,2.1860001,48,0.32506272,30.5770001,0.271
MAC000379,6/27/2012,0.7465,0.779208333,2.096,48,0.400562368,37.402,0.319
MAC000379,6/28/2012,0.6355,0.719125,1.527,48,0.292540498,34.518,0.346
MAC000379,6/29/2012,0.708,0.839000004,2.5120001,48,0.438630663,40.2720002,0.368
MAC000379,6/30/2012,0.884,0.931666669,2.1570001,48,0.509015005,44.7200001,0.326
MAC000379,7/1/2012,0.4815,0.615749998,1.701,48,0.340564891,29.5559999,0.318
MAC000379,7/2/2012,0.4455,0.440041667,0.538,48,0.050718648,21.122,0.319
MAC000379,7/3/2012,0.435,0.4358125,0.547,48,0.059626374,20.919,0.312
MAC000379,7/4/2012,0.4455,0.432458333,0.536,48,0.055094487,20.758,0.298
MAC000379,7/5/2012,0.4365,0.434375,0.547,48,0.059044024,20.85,0.3
MAC000379,7/6/2012,0.438,0.436395833,0.548,48,0.051437936,20.947,0.333
MAC000379,7/7/2012,0.4315,0.4376875,0.551,48,0.059200401,21.009,0.312
MAC000379,7/8/2012,0.4485,0.442770833,0.585,48,0.067684575,21.253,0.311
MAC000379,7/9/2012,0.3765,0.380833333,0.512,48,0.055013474,18.28,0.247
MAC000379,7/10/2012,0.383,0.383729167,0.486,48,0.04922192,18.419,0.297
MAC000379,7/11/2012,0.3995,0.3930625,0.532,48,0.061505373,18.867,0.252
MAC000379,7/12/2012,0.4095,0.404958333,0.49,48,0.056555737,19.438,0.286
MAC000379,7/13/2012,0.394,0.393958333,0.558,48,0.054348348,18.91,0.287
MAC000379,7/14/2012,0.3755,0.376270833,0.496,48,0.060728464,18.061,0.253
MAC000379,7/15/2012,0.386,0.380340426,0.558,47,0.059792131,17.876,0.257
MAC000379,7/16/2012,0.404,0.4088125,0.524,48,0.060401725,19.623,0.281
MAC000379,7/17/2012,0.747,0.812604165,2.447,48,0.47576951,39.0049999,0.28
MAC000379,7/18/2012,0.737,0.720833333,1.344,48,0.290749313,34.6,0.299
MAC000379,7/19/2012,0.7485,0.805958331,1.868,48,0.378985372,38.6859999,0.293
MAC000379,7/20/2012,0.6715,0.700645829,2.5239999,48,0.379860459,33.6309998,0.269
MAC000379,7/21/2012,0.5435,0.620520833,1.38,48,0.253882783,29.785,0.344
MAC000379,7/22/2012,0.5025,0.753374994,2.0109999,48,0.474602386,36.1619997,0.3
MAC000379,7/23/2012,0.757,0.825354163,2.0250001,48,0.422518663,39.6169998,0.324
MAC000379,7/24/2012,0.4795,0.548666667,0.91,48,0.153065183,26.336,0.365
MAC000379,7/25/2012,0.6075,0.574083333,1.02,48,0.163341026,27.556,0.303
MAC000379,7/26/2012,0.626,0.6658125,1.47,48,0.269051182,31.959,0.307
MAC000379,7/27/2012,0.6705,0.761937504,2.1140001,48,0.427194189,36.5730002,0.317
MAC000379,7/28/2012,0.6825,0.668708333,1.224,48,0.244299516,32.098,0.337
MAC000379,7/29/2012,0.756,0.878270833,2.1670001,48,0.49485501,42.157,0.367
MAC000379,7/30/2012,0.578,0.703520831,1.493,48,0.305354689,33.7689999,0.319
MAC000379,7/31/2012,0.594,0.747375002,2.6830001,48,0.487163777,35.8740001,0.318
MAC000379,8/1/2012,0.7655,0.88547916,2.1429999,48,0.519822874,42.5029997,0.296
MAC000379,8/2/2012,0.6095,0.690625,1.339,48,0.237523537,33.15,0.392
MAC000379,8/3/2012,0.8095,0.876104163,1.6,48,0.364077157,42.0529998,0.41
MAC000379,8/4/2012,0.714,0.783404253,2.4349999,47,0.399135342,36.8199999,0.328
MAC000379,8/5/2012,0.778,0.7290625,1.868,48,0.319717189,34.995,0.309
MAC000379,8/6/2012,0.606,0.7215625,1.855,48,0.351075545,34.635,0.337
MAC000379,8/7/2012,0.5335,0.634604165,1.294,48,0.232981572,30.4609999,0.336
MAC000379,8/8/2012,0.548,0.613041669,1.505,48,0.243525786,29.4260001,0.345
MAC000379,8/9/2012,0.5795,0.694458329,1.9299999,48,0.319129185,33.3339998,0.38
MAC000379,8/10/2012,0.506,0.511791667,0.807,48,0.08739905,24.566,0.354
MAC000379,8/11/2012,0.6555,0.743291669,1.603,48,0.307812321,35.6780001,0.359
MAC000379,8/12/2012,0.6085,0.66175,1.586,48,0.242625138,31.764,0.371
MAC000379,8/13/2012,0.566,0.652479167,2.148,48,0.320564196,31.319,0.341
MAC000379,8/14/2012,0.5095,0.5690625,1.261,48,0.199554441,27.315,0.34
MAC000379,8/15/2012,0.691,0.6963125,1.4,48,0.264590583,33.423,0.314
MAC000379,8/16/2012,0.5915,0.676520833,1.809,48,0.327682057,32.473,0.303
MAC000379,8/17/2012,0.4415,0.500708335,1.444,48,0.221717861,24.0340001,0.317
MAC000379,8/18/2012,0.4175,0.419083333,0.512,48,0.054289152,20.116,0.313
MAC000379,8/19/2012,0.429,0.5046875,1.487,48,0.24301144,24.225,0.31
MAC000379,8/20/2012,0.789,0.830208329,1.839,48,0.397351061,39.8499998,0.325
MAC000379,8/21/2012,0.6345,0.724375,1.646,48,0.332989082,34.77,0.297
MAC000379,8/22/2012,0.7505,0.945604165,2.388,48,0.550024434,45.3889999,0.329
MAC000379,8/23/2012,0.7595,0.903375004,2.3599999,48,0.493601079,43.3620002,0.351
MAC000379,8/24/2012,0.7685,0.860416671,2.8080001,48,0.53354001,41.3000002,0.323
MAC000379,8/25/2012,0.7615,0.772729165,1.896,48,0.367190406,37.0909999,0.335
MAC000379,8/26/2012,0.6065,0.690541667,1.278,48,0.242701196,33.146,0.356
MAC000379,8/27/2012,0.607,0.761062506,1.955,48,0.38538373,36.5310003,0.376
MAC000379,8/28/2012,0.713,0.780229165,1.8890001,48,0.3870538,37.4509999,0.334
MAC000379,8/29/2012,0.739,0.828916669,1.994,48,0.388891816,39.7880001,0.363
MAC000379,8/30/2012,0.6315,0.833604171,2.2190001,48,0.504592944,40.0130002,0.328
MAC000379,8/31/2012,0.7435,0.899208342,2.6440001,48,0.524541308,43.1620004,0.38
MAC000379,9/1/2012,0.7985,0.782708329,1.891,48,0.346338716,37.5699998,0.336
MAC000379,9/2/2012,0.817,0.930979163,2.059,48,0.484197095,44.6869998,0.376
MAC000379,9/3/2012,0.7125,0.774000002,1.704,48,0.323269867,37.1520001,0.394
MAC000379,9/4/2012,0.6745,0.744375002,1.66,48,0.317138983,35.7300001,0.37
