LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC000386,3/13/2012,0.238,0.289037037,1.494,27,0.275850919,7.804,0.066
MAC000386,3/14/2012,0.0875,0.203520833,1.221,48,0.248398187,9.769,0.011
MAC000386,3/15/2012,0.1405,0.210458333,1.48,48,0.263121763,10.102,0.011
MAC000386,3/16/2012,0.118,0.2,1.164,48,0.245786017,9.6,0.009
MAC000386,3/17/2012,0.195,0.271854167,1.145,48,0.239477533,13.049,0.007
MAC000386,3/18/2012,0.185,0.2884375,1.473,48,0.303427366,13.845,0.014
MAC000386,3/19/2012,0.074,0.188479167,0.936,48,0.237173425,9.047,0.007
MAC000386,3/20/2012,0.0995,0.20175,1.02,48,0.250851529,9.684,0.008
MAC000386,3/21/2012,0.074,0.135833333,0.629,48,0.156671133,6.52,0.01
MAC000386,3/22/2012,0.0745,0.211395833,0.96,48,0.241388425,10.147,0.01
MAC000386,3/23/2012,0.112,0.208020833,0.944,48,0.251465364,9.985,0.01
MAC000386,3/24/2012,0.1205,0.200625,0.885,48,0.219377807,9.63,0.009
MAC000386,3/25/2012,0.219,0.3018125,1.2130001,48,0.285178605,14.487,0.01
MAC000386,3/26/2012,0.078,0.174583333,1.124,48,0.235894931,8.38,0.01
MAC000386,3/27/2012,0.071,0.167583333,0.992,48,0.211632443,8.044,0.007
MAC000386,3/28/2012,0.0785,0.156979167,1.248,48,0.229110351,7.535,0.007
MAC000386,3/29/2012,0.1035,0.198562498,1.327,48,0.275167555,9.5309999,0.007
MAC000386,3/30/2012,0.076,0.148617021,0.941,47,0.192567498,6.985,0.007
MAC000386,3/31/2012,0.139,0.175104167,1.147,48,0.196016308,8.405,0.015
MAC000386,4/1/2012,0.1555,0.210729167,0.874,48,0.201383062,10.115,0.01
MAC000386,4/2/2012,0.074,0.180625,1.27,48,0.272062855,8.67,0.01
MAC000386,4/3/2012,0.0835,0.199395833,1.272,48,0.254966392,9.571,0.01
MAC000386,4/4/2012,0.105,0.187062498,1.2819999,48,0.222476707,8.9789999,0.007
MAC000386,4/5/2012,0.162,0.235416667,0.808,48,0.223806607,11.3,0.01
MAC000386,4/6/2012,0.1825,0.231479167,1.184,48,0.246450633,11.111,0.009
MAC000386,4/7/2012,0.129,0.199270833,1.331,48,0.256503141,9.565,0.007
MAC000386,4/8/2012,0.164,0.220270833,0.982,48,0.228312006,10.573,0.007
MAC000386,4/9/2012,0.1305,0.23275,1.164,48,0.27112967,11.172,0.01
MAC000386,4/10/2012,0.078,0.13125,0.802,48,0.151840832,6.3,0.009
MAC000386,4/11/2012,0.102,0.168041667,1.118,48,0.219631506,8.066,0.01
MAC000386,4/12/2012,0.1455,0.208020833,1.045,48,0.205427369,9.985,0.012
MAC000386,4/13/2012,0.084,0.1325625,1.164,48,0.179375145,6.363,0.01
MAC000386,4/14/2012,0.0725,0.157479167,1.001,48,0.209417631,7.559,0.008
MAC000386,4/15/2012,0.157,0.245604167,0.85,48,0.234592607,11.789,0.017
MAC000386,4/16/2012,0.13,0.220270833,1.233,48,0.267814539,10.573,0.007
MAC000386,4/17/2012,0.101,0.155291667,0.861,48,0.173120295,7.454,0.01
MAC000386,4/18/2012,0.103,0.194833333,1.683,48,0.27821944,9.352,0.009
MAC000386,4/19/2012,0.1635,0.207375,0.691,48,0.193367539,9.954,0.01
MAC000386,4/20/2012,0.091,0.159354167,0.965,48,0.197257526,7.649,0.007
MAC000386,4/21/2012,0.113,0.1955,1.214,48,0.257639613,9.384,0.007
MAC000386,4/22/2012,0.165,0.227833333,1.604,48,0.284186808,10.936,0.007
MAC000386,4/23/2012,0.093,0.159854167,1.337,48,0.243830076,7.673,0.007
MAC000386,4/24/2012,0.099,0.175208333,1.038,48,0.22455099,8.41,0.01
MAC000386,4/25/2012,0.129,0.2408125,1.664,48,0.311996021,11.559,0.009
MAC000386,4/26/2012,0.08,0.118,0.87,48,0.141854885,5.664,0.007
MAC000386,4/27/2012,0.076,0.1725,1.034,48,0.222626584,8.28,0.01
