LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC003223,9/17/2012,0.338,0.452826087,1.227,23,0.339768324,10.415,0.044
MAC003223,9/18/2012,0.224,0.246333333,0.921,48,0.187854327,11.824,0.041
MAC003223,9/19/2012,0.3125,0.407458335,1.5470001,48,0.368833069,19.5580001,0.039
MAC003223,9/20/2012,0.2325,0.319166669,1.8150001,48,0.329669885,15.3200001,0.041
MAC003223,9/21/2012,0.2395,0.334854167,1.41,48,0.329306427,16.073,0.041
MAC003223,9/22/2012,0.0965,0.166999998,1.4069999,48,0.244013853,8.0159999,0.039
MAC003223,9/23/2012,0.227,0.393770835,2.112,48,0.48550747,18.9010001,0.048
MAC003223,9/24/2012,0.375,0.405354167,1.878,48,0.329892084,19.457,0.038
MAC003223,9/25/2012,0.271,0.390458333,1.5880001,48,0.361075815,18.742,0.05
MAC003223,9/26/2012,0.1865,0.295687502,2.6930001,48,0.424806559,14.1930001,0.039
MAC003223,9/27/2012,0.1965,0.322125004,1.3940001,48,0.303712127,15.4620002,0.054
MAC003223,9/28/2012,0.241,0.373458333,2.303,48,0.410611529,17.926,0.056
MAC003223,9/29/2012,0.1615,0.306104169,1.181,48,0.309805245,14.6930001,0.042
MAC003223,9/30/2012,0.2585,0.505708329,1.857,48,0.525164647,24.2739998,0.055
MAC003223,10/1/2012,0.3385,0.436645831,2.1099999,48,0.423091073,20.9589999,0.041
MAC003223,10/2/2012,0.2795,0.335395833,1.443,48,0.293185929,16.099,0.044
MAC003223,10/3/2012,0.3545,0.444958331,2.0039999,48,0.397928188,21.3579999,0.04
MAC003223,10/4/2012,0.2675,0.430020833,1.318,48,0.417807422,20.641,0.041
MAC003223,10/5/2012,0.3285,0.372958333,1.322,48,0.307372112,17.902,0.048
MAC003223,10/6/2012,0.292,0.318979167,1.386,48,0.227256485,15.311,0.074
MAC003223,10/7/2012,0.2695,0.498083333,2.3789999,48,0.559020106,23.908,0.097
MAC003223,10/8/2012,0.4775,0.468541669,2.1930001,48,0.402876209,22.4900001,0.04
MAC003223,10/9/2012,0.213,0.363604167,2.2839999,48,0.408823358,17.453,0.04
MAC003223,10/10/2012,0.2425,0.4136875,1.545,48,0.427864472,19.857,0.04
MAC003223,10/11/2012,0.337,0.464375,2.404,48,0.473314732,22.29,0.049
MAC003223,10/12/2012,0.2535,0.3288125,1.377,48,0.29113539,15.783,0.04
MAC003223,10/13/2012,0.2255,0.401479169,2.4960001,48,0.411777165,19.2710001,0.084
MAC003223,10/14/2012,0.3325,0.49025,1.691,48,0.42753885,23.532,0.085
MAC003223,10/15/2012,0.3655,0.501520829,1.9170001,48,0.486511371,24.0729998,0.042
MAC003223,10/16/2012,0.368,0.456208333,1.676,48,0.413497432,21.898,0.04
MAC003223,10/17/2012,0.303,0.318541667,1.189,48,0.262684825,15.29,0.04
MAC003223,10/18/2012,0.4215,0.43675,1.747,48,0.376178913,20.964,0.042
MAC003223,10/19/2012,0.302,0.360583333,1.161,48,0.282114948,17.308,0.045
MAC003223,10/20/2012,0.16,0.2459375,2.118,48,0.320674715,11.805,0.039
MAC003223,10/21/2012,0.2395,0.377416667,1.977,48,0.441434019,18.116,0.041
MAC003223,10/22/2012,0.378,0.431875,1.475,48,0.339542159,20.73,0.041
MAC003223,10/23/2012,0.2625,0.3459375,1.786,48,0.356642822,16.605,0.046
MAC003223,10/24/2012,0.4425,0.517520829,1.9119999,48,0.450544387,24.8409998,0.042
MAC003223,10/25/2012,0.3345,0.438875,1.425,48,0.359043031,21.066,0.04
